Temp,Pork,Label
25.87,1011.88,Freshness
25.94,1011.9,Freshness
25.94,1011.92,Freshness
25.96,1011.94,Freshness
25.9,1011.92,Freshness
25.94,1011.9,Freshness
25.97,1011.88,Freshness
26.02,1011.86,Freshness
25.93,1011.84,Freshness
25.92,1011.82,Freshness
25.87,1011.84,Freshness
25.87,1011.82,Freshness
25.89,1011.84,Freshness
25.96,1011.82,Freshness
26.03,1011.84,Freshness
25.9,1011.86,Freshness
25.94,1011.88,Freshness
25.97,1011.9,Freshness
25.97,1011.88,Freshness
26,1011.9,Freshness
26.02,1011.88,Freshness
26.03,1011.9,Freshness
26.03,1011.92,Freshness
26.1,1011.94,Freshness
26.11,1011.96,Freshness
26.1,1011.94,Freshness
26.12,1011.96,Freshness
26.15,1011.98,Freshness
26.23,1011.96,Freshness
26.24,1011.94,Freshness
26.23,1011.96,Freshness
26.18,1011.94,Freshness
26.22,1011.96,Freshness
26.24,1011.98,Freshness
26.2,1011.96,Freshness
26.15,1011.94,Freshness
26.07,1011.92,Freshness
26.05,1011.94,Freshness
26.06,1011.96,Freshness
26.06,1011.98,Freshness
26.03,1011.96,Freshness
26.04,1011.98,Freshness
26.04,1011.96,Freshness
26.02,1011.98,Freshness
26.03,1011.96,Freshness
26.04,1011.98,Freshness
26.02,1011.96,Freshness
26.01,1011.94,Freshness
26.03,1011.92,Freshness
26.06,1011.9,Freshness
26,1011.92,Freshness
26.02,1011.94,Freshness
26.04,1011.92,Freshness
26.05,1011.9,Freshness
26.01,1011.88,Freshness
26.03,1011.86,Freshness
26.04,1011.84,Freshness
26.06,1011.86,Freshness
26.09,1011.84,Freshness
26.08,1011.86,Freshness
26.1,1011.88,Freshness
26.09,1011.86,Freshness
26.08,1011.88,Freshness
26.1,1011.9,Freshness
26.13,1011.88,Freshness
26.16,1011.86,Freshness
26.13,1011.88,Freshness
26.12,1011.9,Freshness
26.14,1011.88,Freshness
26.16,1011.86,Freshness
26.18,1011.88,Freshness
26.19,1011.9,Freshness
26.2,1011.92,Freshness
26.22,1011.9,Freshness
26.25,1011.88,Freshness
26.24,1011.86,Freshness
26.25,1011.88,Freshness
26.26,1011.86,Freshness
26.33,1011.84,Freshness
26.36,1011.86,Freshness
26.44,1011.84,Freshness
26.5,1011.86,Freshness
26.58,1011.88,Freshness
26.69,1011.86,Freshness
26.66,1011.88,Freshness
26.64,1011.86,Freshness
26.64,1011.84,Freshness
26.69,1011.82,Freshness
26.71,1011.8,Freshness
26.75,1011.82,Freshness
26.77,1011.84,Freshness
26.85,1011.82,Freshness
26.91,1011.8,Freshness
26.85,1011.8,Freshness
26.81,1011.82,Freshness
26.8,1011.8,Freshness
26.81,1011.82,Freshness
26.83,1011.84,Freshness
26.84,1011.86,Freshness
26.84,1011.84,Freshness
26.88,1011.86,Freshness
26.92,1011.88,Freshness
26.93,1011.9,Freshness
26.93,1011.88,Freshness
26.92,1011.9,Freshness
26.9,1011.92,Freshness
26.93,1011.94,Freshness
26.93,1011.92,Freshness
26.96,1011.94,Freshness
26.93,1011.96,Freshness
26.92,1011.94,Freshness
26.98,1011.92,Freshness
27.01,1011.9,Freshness
27.05,1011.92,Freshness
27.08,1011.9,Freshness
27.1,1011.88,Freshness
27.09,1011.86,Freshness
27.07,1011.84,Freshness
27.06,1011.82,Freshness
27.02,1011.84,Freshness
26.94,1011.86,Freshness
26.91,1011.84,Freshness
26.9,1011.82,Freshness
26.92,1011.8,Freshness
26.93,1011.8,Freshness
27,1011.82,Freshness
26.96,1011.84,Freshness
26.99,1011.86,Freshness
27,1011.88,Freshness
27.04,1011.9,Freshness
27.04,1011.92,Freshness
27.01,1011.94,Freshness
27,1011.92,Freshness
27.05,1011.9,Freshness
27.01,1011.88,Freshness
27.02,1011.86,Freshness
27.02,1011.88,Freshness
27,1011.9,Freshness
27.01,1011.88,Freshness
26.96,1011.9,Freshness
26.99,1011.92,Freshness
26.95,1011.9,Freshness
26.95,1011.92,Freshness
26.91,1011.94,Freshness
26.88,1011.92,Freshness
26.87,1011.9,Freshness
26.87,1011.88,Freshness
26.84,1011.86,Freshness
26.9,1011.84,Freshness
26.89,1011.86,Freshness
26.87,1011.88,Freshness
26.91,1011.9,Freshness
26.87,1011.92,Freshness
26.86,1011.9,Freshness
26.84,1011.88,Freshness
26.83,1011.86,Freshness
26.78,1011.88,Freshness
26.77,1011.86,Freshness
26.73,1011.84,Freshness
26.76,1011.82,Freshness
26.72,1011.8,Freshness
26.69,1011.82,Freshness
26.68,1011.8,Freshness
26.68,1011.8,Freshness
26.64,1011.82,Freshness
26.65,1011.84,Freshness
26.65,1011.82,Freshness
26.63,1011.8,Freshness
26.63,1011.82,Freshness
26.63,1011.8,Freshness
26.66,1011.8,Freshness
26.72,1011.82,Freshness
26.77,1011.84,Freshness
26.79,1011.82,Freshness
26.82,1011.84,Freshness
26.82,1011.86,Freshness
26.79,1011.88,Freshness
26.78,1011.9,Freshness
26.79,1011.88,Freshness
26.74,1011.9,Freshness
26.74,1011.92,Freshness
26.72,1011.9,Freshness
26.7,1011.88,Freshness
26.71,1011.86,Freshness
26.77,1011.88,Freshness
26.83,1011.9,Freshness
26.73,1011.88,Freshness
26.79,1011.86,Freshness
26.81,1011.84,Freshness
26.79,1011.86,Freshness
26.67,1011.84,Freshness
26.59,1011.82,Freshness
26.57,1011.84,Freshness
26.6,1011.86,Freshness
26.63,1011.88,Freshness
26.69,1011.9,Freshness
26.72,1011.92,Freshness
26.71,1011.9,Freshness
26.71,1011.92,Freshness
26.73,1011.94,Freshness
26.69,1011.96,Freshness
26.66,1011.94,Freshness
26.57,1011.92,Freshness
26.51,1011.94,Freshness
26.57,1011.96,Freshness
26.55,1011.98,Freshness
26.5,1012,Freshness
26.49,1011.98,Freshness
26.46,1011.96,Freshness
26.5,1011.98,Freshness
26.51,1012,Freshness
26.48,1011.98,Freshness
26.44,1011.96,Freshness
26.49,1011.94,Freshness
26.47,1011.96,Freshness
26.47,1011.94,Freshness
26.5,1011.96,Freshness
26.55,1011.98,Freshness
26.53,1012,Freshness
26.53,1011.98,Freshness
26.5,1012,Freshness
26.48,1012.02,Freshness
26.51,1012,Freshness
26.52,1011.98,Freshness
26.52,1011.96,Freshness
26.56,1011.98,Freshness
26.58,1011.96,Freshness
26.57,1011.98,Freshness
26.6,1011.96,Freshness
26.61,1011.98,Freshness
26.64,1011.96,Freshness
26.59,1011.94,Freshness
26.6,1011.92,Freshness
26.58,1011.9,Freshness
26.58,1011.88,Freshness
26.62,1011.86,Freshness
26.59,1011.88,Freshness
26.54,1011.9,Freshness
26.52,1011.92,Freshness
26.56,1011.94,Freshness
26.54,1011.96,Freshness
26.54,1011.94,Freshness
26.54,1011.96,Freshness
26.56,1011.98,Freshness
26.56,1011.96,Freshness
26.57,1011.94,Freshness
26.58,1011.92,Freshness
26.59,1011.9,Freshness
26.54,1011.88,Freshness
26.58,1011.86,Freshness
26.54,1011.84,Freshness
26.56,1011.82,Freshness
26.61,1011.8,Freshness
26.62,1011.8,Freshness
26.66,1011.8,Freshness
26.69,1011.8,Freshness
26.72,1011.8,Freshness
26.7,1011.8,Freshness
26.67,1011.82,Freshness
26.66,1011.84,Freshness
26.63,1011.86,Freshness
26.59,1011.88,Freshness
26.57,1011.86,Freshness
26.57,1011.84,Freshness
26.56,1011.82,Freshness
26.53,1011.8,Freshness
26.54,1011.82,Freshness
26.56,1011.8,Freshness
26.56,1011.82,Freshness
26.57,1011.8,Freshness
26.59,1011.8,Freshness
26.62,1011.82,Freshness
26.66,1011.8,Freshness
26.69,1011.8,Freshness
26.72,1011.82,Freshness
26.71,1011.8,Freshness
26.71,1011.82,Freshness
26.72,1011.8,Freshness
26.73,1011.82,Freshness
26.74,1011.84,Freshness
26.73,1011.82,Freshness
26.69,1011.8,Freshness
26.68,1011.8,Freshness
26.64,1011.8,Freshness
26.67,1011.8,Freshness
26.68,1011.8,Freshness
26.65,1011.82,Freshness
26.61,1011.84,Freshness
26.63,1011.82,Freshness
26.64,1011.84,Freshness
26.68,1011.86,Freshness
26.64,1011.84,Freshness
25.41,1011.86,Freshness
25.46,1011.88,Freshness
25.52,1011.9,Freshness
25.63,1011.88,Freshness
25.55,1011.9,Freshness
25.48,1011.88,Freshness
25.47,1011.9,Freshness
25.45,1011.92,Freshness
25.5,1011.9,Freshness
25.53,1011.88,Freshness
25.49,1011.86,Freshness
25.52,1011.84,Freshness
25.56,1011.86,Freshness
25.53,1011.84,Freshness
25.53,1011.86,Freshness
25.5,1011.88,Freshness
25.49,1011.9,Freshness
25.42,1011.88,Freshness
25.5,1011.9,Freshness
25.5,1011.88,Freshness
25.38,1011.86,Freshness
25.43,1011.84,Freshness
25.39,1011.82,Freshness
25.38,1011.84,Freshness
25.44,1011.82,Freshness
25.44,1011.84,Freshness
25.43,1011.82,Freshness
25.44,1011.84,Freshness
25.43,1011.86,Freshness
25.46,1011.88,Freshness
25.48,1011.86,Freshness
25.49,1011.88,Freshness
25.49,1011.9,Freshness
25.5,1011.88,Freshness
25.54,1011.9,Freshness
25.44,1011.88,Freshness
25.42,1011.86,Freshness
25.43,1011.88,Freshness
25.41,1011.86,Freshness
25.37,1011.84,Freshness
25.38,1011.82,Freshness
25.49,1011.84,Freshness
25.49,1011.82,Freshness
25.49,1011.84,Freshness
25.53,1011.82,Freshness
25.51,1011.84,Freshness
25.51,1011.82,Freshness
25.48,1011.84,Freshness
25.46,1011.86,Freshness
25.53,1011.84,Freshness
25.49,1011.82,Freshness
25.55,1011.8,Freshness
25.47,1011.82,Freshness
25.43,1011.84,Freshness
25.49,1011.86,Freshness
25.59,1011.88,Freshness
25.74,1011.9,Freshness
25.62,1011.88,Freshness
25.67,1011.9,Freshness
25.58,1011.92,Freshness
25.55,1011.9,Freshness
25.35,1011.92,Freshness
25.52,1011.9,Freshness
25.53,1011.92,Freshness
25.55,1011.94,Freshness
25.56,1011.92,Freshness
25.47,1011.94,Freshness
25.37,1011.96,Freshness
25.39,1011.98,Freshness
25.3,1012,Freshness
25.28,1011.98,Freshness
25.23,1012,Freshness
25.19,1012.02,Freshness
25.14,1012,Freshness
25.15,1012.02,Freshness
25.12,1012,Freshness
25.08,1011.98,Freshness
25.18,1011.96,Freshness
25.18,1011.94,Freshness
25.12,1011.96,Freshness
25.08,1011.98,Freshness
25.06,1011.96,Freshness
25.07,1011.98,Freshness
25.13,1012,Freshness
25.14,1012.02,Freshness
25.13,1012.04,Freshness
25.18,1012.02,Freshness
25.22,1012.04,Freshness
25.25,1012.02,Freshness
25.29,1012.04,Freshness
25.26,1012.06,Freshness
25.1,1012.08,Freshness
25.08,1012.06,Freshness
25.11,1012.04,Freshness
25.05,1012.02,Freshness
25.11,1012,Freshness
25.04,1012.02,Freshness
25.02,1012,Freshness
24.93,1012.02,Freshness
25,1012.04,Freshness
25.02,1012.06,Freshness
24.99,1012.08,Freshness
25.01,1012.1,Freshness
24.92,1012.12,Freshness
24.89,1012.1,Freshness
24.95,1012.12,Freshness
24.9,1012.14,Freshness
24.94,1012.16,Freshness
24.95,1012.14,Freshness
24.95,1012.16,Freshness
25,1012.18,Freshness
24.97,1012.2,Freshness
24.97,1012.18,Freshness
24.93,1012.16,Freshness
24.93,1012.18,Freshness
24.83,1012.2,Freshness
24.87,1012.18,Freshness
24.92,1012.16,Freshness
24.93,1012.14,Freshness
24.97,1012.12,Freshness
24.95,1012.1,Freshness
24.96,1012.08,Freshness
24.93,1012.06,Freshness
24.93,1012.08,Freshness
25,1012.06,Freshness
24.97,1012.08,Freshness
24.93,1012.1,Freshness
24.89,1012.12,Freshness
24.91,1012.1,Freshness
24.96,1012.12,Freshness
24.92,1012.1,Freshness
24.84,1012.12,Freshness
24.94,1012.14,Freshness
24.95,1012.16,Freshness
24.93,1012.18,Freshness
24.98,1012.16,Freshness
24.91,1012.14,Freshness
24.9,1012.16,Freshness
24.88,1012.18,Freshness
24.87,1012.16,Freshness
24.87,1012.18,Freshness
24.91,1012.16,Freshness
24.91,1012.18,Freshness
24.81,1012.2,Freshness
24.87,1012.18,Freshness
24.83,1012.2,Freshness
24.8,1012.22,Freshness
24.78,1012.24,Freshness
24.75,1012.22,Freshness
24.8,1012.24,Freshness
24.79,1012.22,Freshness
24.84,1012.24,Freshness
24.83,1012.26,Freshness
24.83,1012.24,Freshness
24.84,1012.26,Freshness
24.86,1012.28,Freshness
24.86,1012.3,Freshness
24.83,1012.28,Freshness
24.85,1012.26,Freshness
24.84,1012.24,Freshness
24.73,1012.26,Freshness
24.68,1012.24,Freshness
24.75,1012.26,Freshness
24.75,1012.24,Freshness
24.71,1012.26,Freshness
24.74,1012.24,Freshness
24.67,1012.22,Freshness
24.69,1012.2,Freshness
24.74,1012.18,Freshness
24.71,1012.16,Freshness
24.72,1012.14,Freshness
24.69,1012.16,Freshness
24.69,1012.14,Freshness
24.76,1012.12,Freshness
24.66,1012.1,Freshness
24.66,1012.12,Freshness
24.77,1012.1,Freshness
24.74,1012.12,Freshness
24.73,1012.1,Freshness
24.72,1012.12,Freshness
24.7,1012.1,Freshness
24.7,1012.08,Freshness
24.68,1012.06,Freshness
24.68,1012.04,Freshness
24.77,1012.02,Freshness
24.72,1012.04,Freshness
24.73,1012.06,Freshness
24.77,1012.04,Freshness
24.72,1012.06,Freshness
24.71,1012.08,Freshness
24.73,1012.1,Freshness
24.68,1012.12,Freshness
24.72,1012.14,Freshness
24.74,1012.12,Freshness
24.75,1012.14,Freshness
24.77,1012.16,Freshness
24.73,1012.18,Freshness
24.73,1012.16,Freshness
24.74,1012.14,Freshness
24.76,1012.12,Freshness
24.8,1012.14,Freshness
24.81,1012.16,Freshness
24.82,1012.18,Freshness
24.82,1012.2,Freshness
24.86,1012.22,Freshness
24.93,1012.24,Freshness
24.89,1012.22,Freshness
24.78,1012.24,Freshness
24.82,1012.22,Freshness
24.86,1012.24,Freshness
24.97,1012.26,Freshness
24.95,1012.28,Freshness
24.95,1012.3,Freshness
24.92,1012.28,Freshness
24.95,1012.3,Freshness
24.93,1012.32,Freshness
25.03,1012.3,Freshness
25.01,1012.28,Freshness
24.98,1012.3,Freshness
24.95,1012.32,Freshness
24.93,1012.3,Freshness
24.99,1012.32,Freshness
25,1012.34,Freshness
25.02,1012.32,Freshness
24.97,1012.34,Freshness
25,1012.36,Freshness
24.97,1012.38,Freshness
24.97,1012.36,Freshness
25,1012.34,Freshness
24.94,1012.36,Freshness
24.91,1012.34,Freshness
24.94,1012.32,Freshness
24.92,1012.3,Freshness
24.95,1012.32,Freshness
24.95,1012.34,Freshness
24.97,1012.32,Freshness
24.94,1012.34,Freshness
24.92,1012.32,Freshness
24.92,1012.3,Freshness
24.91,1012.28,Freshness
24.96,1012.3,Freshness
24.93,1012.32,Freshness
24.91,1012.3,Freshness
24.9,1012.32,Freshness
24.89,1012.3,Freshness
24.91,1012.32,Freshness
24.93,1012.34,Freshness
24.9,1012.32,Freshness
24.89,1012.34,Freshness
24.95,1012.36,Freshness
24.93,1012.34,Freshness
24.93,1012.32,Freshness
24.9,1012.34,Freshness
24.89,1012.36,Freshness
24.92,1012.38,Freshness
24.93,1012.4,Freshness
24.89,1012.38,Freshness
24.88,1012.4,Freshness
24.91,1012.42,Freshness
24.92,1012.44,Freshness
24.86,1012.42,Freshness
24.87,1012.44,Freshness
24.88,1012.42,Freshness
24.88,1012.44,Freshness
24.9,1012.42,Freshness
24.92,1012.4,Freshness
24.93,1012.42,Freshness
24.94,1012.4,Freshness
24.89,1012.38,Freshness
24.89,1012.36,Freshness
24.87,1012.38,Freshness
24.91,1012.36,Freshness
24.94,1012.38,Freshness
24.96,1012.36,Freshness
25.05,1012.38,Freshness
25.07,1012.36,Freshness
25.03,1012.34,Freshness
25.03,1012.36,Freshness
25.01,1012.34,Freshness
24.98,1012.32,Freshness
24.99,1012.34,Freshness
25.01,1012.36,Freshness
25.01,1012.38,Freshness
25.07,1012.36,Freshness
25.11,1012.38,Freshness
25.17,1012.36,Freshness
25.14,1012.38,Freshness
25.15,1012.36,Freshness
25.09,1012.38,Freshness
25.12,1012.4,Freshness
25.22,1012.38,Freshness
25.29,1012.36,Freshness
25.17,1012.38,Freshness
25.14,1012.4,Freshness
25.14,1012.38,Freshness
25.09,1012.36,Freshness
25.05,1012.34,Freshness
24.99,1012.32,Freshness
25.08,1012.3,Freshness
25.14,1012.28,Freshness
25.12,1012.26,Freshness
25.03,1012.28,Freshness
25.03,1012.3,Freshness
25.05,1012.32,Freshness
25,1012.34,Freshness
25.01,1012.32,Freshness
25.11,1012.34,Freshness
25.09,1012.36,Freshness
25.11,1012.38,Freshness
25.23,1012.36,Freshness
25.17,1012.34,Freshness
25.03,1012.36,Freshness
25.05,1012.38,Freshness
25.02,1012.36,Freshness
24.99,1012.38,Freshness
25.08,1012.4,warning
25.03,1012.38,warning
24.98,1012.4,warning
25.01,1012.42,warning
25.21,1012.4,warning
25.19,1012.38,warning
25.17,1012.36,warning
25.16,1012.38,warning
25.12,1012.4,warning
25.05,1012.42,warning
25.05,1012.4,warning
25.02,1012.42,warning
25,1012.44,warning
25.02,1012.42,warning
25.05,1012.44,warning
24.95,1012.42,warning
25.03,1012.44,warning
25.02,1012.42,warning
24.98,1012.44,warning
25.05,1012.42,warning
24.97,1012.44,warning
25.04,1012.42,warning
25.03,1012.44,warning
25,1012.46,warning
25.03,1012.48,warning
24.96,1012.5,warning
24.94,1012.52,warning
24.91,1012.5,warning
24.87,1012.52,warning
24.83,1012.54,warning
24.88,1012.52,warning
24.81,1012.5,warning
24.82,1012.48,warning
24.83,1012.5,warning
24.87,1012.52,warning
24.79,1012.5,warning
24.73,1012.52,warning
24.8,1012.54,warning
24.76,1012.52,warning
24.77,1012.54,warning
24.74,1012.56,warning
24.77,1012.58,warning
24.75,1012.56,warning
24.77,1012.54,warning
24.78,1012.52,warning
24.72,1012.5,warning
24.73,1012.52,warning
24.72,1012.5,warning
24.75,1012.48,warning
24.68,1012.46,warning
24.78,1012.44,warning
24.78,1012.46,warning
24.73,1012.48,warning
24.71,1012.5,warning
24.69,1012.48,warning
24.68,1012.5,warning
24.72,1012.52,warning
24.78,1012.5,warning
24.81,1012.52,warning
24.78,1012.5,warning
24.78,1012.48,warning
24.8,1012.5,warning
24.76,1012.48,warning
24.73,1012.46,warning
24.72,1012.44,warning
24.71,1012.46,warning
24.76,1012.44,warning
24.76,1012.42,warning
24.83,1012.4,warning
24.72,1012.42,warning
24.78,1012.44,warning
24.75,1012.42,warning
24.74,1012.4,warning
24.75,1012.42,warning
24.78,1012.4,warning
24.71,1012.38,warning
24.62,1012.4,warning
24.76,1012.42,warning
24.75,1012.44,warning
24.76,1012.46,warning
24.64,1012.48,warning
24.63,1012.45,warning
24.65,1012.47,warning
24.61,1012.46,warning
24.58,1012.48,warning
24.61,1012.5,warning
24.67,1012.52,warning
24.61,1012.51,warning
24.59,1012.53,warning
24.53,1012.52,warning
24.61,1012.51,warning
24.6,1012.53,warning
24.52,1012.52,warning
24.51,1012.51,warning
24.54,1012.5,warning
24.56,1012.49,warning
24.67,1012.48,warning
24.71,1012.5,warning
24.61,1012.49,warning
24.55,1012.48,warning
24.53,1012.47,warning
24.54,1012.46,warning
24.59,1012.48,warning
24.62,1012.47,warning
24.53,1012.46,warning
24.53,1012.48,warning
24.53,1012.5,warning
24.5,1012.49,warning
24.49,1012.48,warning
24.49,1012.5,warning
24.53,1012.52,warning
24.49,1012.51,warning
24.51,1012.53,warning
24.47,1012.52,warning
24.47,1012.51,warning
24.4,1012.5,warning
24.4,1012.49,warning
24.42,1012.51,warning
24.39,1012.5,warning
24.3,1012.49,warning
24.38,1012.51,warning
24.41,1012.53,warning
24.32,1012.52,warning
24.37,1012.54,warning
24.39,1012.56,warning
24.32,1012.55,warning
24.25,1012.54,warning
24.21,1012.53,warning
24.24,1012.52,warning
24.28,1012.54,warning
24.26,1012.56,warning
24.15,1012.58,warning
24.14,1012.6,warning
24.15,1012.62,warning
24.29,1012.64,warning
24.24,1012.66,warning
24.54,1012.65,warning
24.67,1012.64,warning
24.51,1012.66,warning
24.23,1012.65,warning
24.18,1012.64,warning
24.16,1012.66,warning
24.27,1012.68,warning
24.3,1012.67,warning
24.28,1012.66,warning
24.14,1012.65,warning
24.07,1012.67,warning
24.03,1012.69,warning
23.97,1012.71,warning
23.95,1012.7,warning
23.97,1012.72,warning
23.92,1012.74,warning
23.92,1012.76,warning
23.97,1012.75,warning
24.06,1012.74,warning
24.06,1012.76,warning
23.95,1012.75,warning
24,1012.77,warning
23.93,1012.79,warning
23.98,1012.81,warning
24.03,1012.8,warning
24,1012.79,warning
23.95,1012.81,warning
23.97,1012.8,warning
23.93,1012.82,warning
23.92,1012.81,warning
23.98,1012.8,warning
23.87,1012.79,warning
23.91,1012.81,warning
23.89,1012.8,warning
23.97,1012.79,warning
23.77,1012.81,warning
23.57,1012.8,warning
23.53,1012.82,warning
23.69,1012.81,warning
23.72,1012.83,warning
23.72,1012.82,warning
23.76,1012.81,warning
23.72,1012.8,warning
23.81,1012.79,warning
23.8,1012.81,warning
23.81,1012.8,warning
23.83,1012.79,warning
23.89,1012.81,warning
23.92,1012.83,warning
23.81,1012.82,warning
23.83,1012.84,warning
23.85,1012.86,warning
23.89,1012.88,warning
23.89,1012.9,warning
23.87,1012.92,warning
23.95,1012.91,warning
23.93,1012.9,warning
23.87,1012.89,warning
23.8,1012.88,warning
23.8,1012.87,warning
23.77,1012.89,warning
23.8,1012.91,warning
23.84,1012.93,warning
23.9,1012.92,warning
23.87,1012.91,warning
23.79,1012.93,warning
23.89,1012.95,warning
24.05,1012.97,warning
24.13,1012.96,warning
24.04,1012.95,warning
23.98,1012.97,warning
23.88,1012.96,warning
23.77,1012.95,warning
23.75,1012.94,warning
23.72,1012.93,warning
23.77,1012.95,warning
23.74,1012.97,warning
23.76,1012.96,warning
23.86,1012.98,warning
23.89,1013,warning
23.84,1013.02,warning
23.78,1013.04,warning
23.91,1013.06,warning
23.94,1013.08,warning
24.05,1013.1,warning
23.85,1013.12,warning
23.76,1013.14,warning
23.85,1013.16,warning
23.46,1013.15,warning
23.68,1013.17,warning
24.12,1013.16,warning
24.3,1013.15,warning
24.41,1013.17,warning
24.49,1013.16,warning
24.52,1013.15,warning
24.5,1013.14,warning
24.52,1013.13,warning
24.55,1013.12,warning
24.58,1013.14,warning
24.62,1013.13,warning
24.63,1013.15,warning
24.65,1013.14,warning
24.68,1013.16,warning
24.66,1013.15,warning
24.66,1013.17,warning
24.65,1013.16,warning
24.65,1013.15,warning
24.69,1013.17,warning
24.68,1013.16,warning
24.69,1013.15,warning
24.73,1013.17,warning
24.74,1013.16,warning
24.78,1013.15,warning
24.77,1013.17,warning
24.81,1013.19,warning
24.8,1013.18,warning
24.75,1013.2,warning
24.76,1013.19,warning
24.75,1013.21,warning
24.72,1013.23,warning
24.76,1013.22,warning
24.78,1013.21,warning
24.76,1013.2,warning
24.7,1013.22,warning
24.65,1013.21,warning
24.69,1013.2,warning
24.63,1013.22,warning
24.61,1013.24,warning
24.6,1013.23,warning
24.6,1013.22,warning
24.58,1013.24,warning
24.55,1013.26,warning
24.53,1013.28,warning
24.53,1013.3,warning
24.52,1013.32,warning
24.47,1013.34,warning
24.48,1013.36,warning
24.45,1013.38,warning
24.49,1013.37,warning
24.49,1013.39,warning
24.48,1013.41,warning
24.47,1013.43,warning
24.46,1013.45,warning
24.44,1013.47,warning
24.43,1013.49,warning
24.41,1013.48,warning
24.38,1013.5,warning
24.39,1013.49,warning
24.41,1013.51,warning
24.4,1013.5,warning
24.39,1013.52,warning
24.37,1013.54,warning
24.38,1013.53,warning
24.41,1013.55,warning
24.39,1013.54,warning
24.4,1013.56,warning
24.4,1013.58,warning
24.37,1013.6,warning
24.31,1013.62,warning
24.34,1013.61,warning
24.32,1013.63,warning
24.3,1013.65,warning
24.36,1013.67,warning
24.35,1013.69,warning
24.37,1013.68,warning
24.35,1013.67,warning
24.36,1013.66,warning
24.33,1013.68,warning
24.33,1013.7,warning
24.29,1013.72,warning
24.3,1013.74,warning
24.28,1013.76,warning
24.29,1013.78,warning
24.28,1013.8,warning
24.23,1013.82,warning
24.21,1013.84,warning
24.23,1013.83,warning
24.22,1013.82,warning
24.18,1013.81,warning
24.22,1013.83,warning
24.17,1013.85,warning
24.16,1013.84,warning
24.21,1013.83,warning
24.17,1013.85,warning
24.15,1013.87,warning
24.13,1013.89,warning
24.15,1013.91,warning
24.16,1013.9,warning
24.14,1013.92,warning
24.15,1013.94,warning
24.17,1013.96,warning
24.14,1013.98,warning
24.11,1013.97,warning
24.18,1013.96,warning
24.16,1013.95,warning
