Temp,Fish,Label
24.72,1011.82,Freshness
24.73,1011.8,Freshness
24.73,1011.82,Freshness
24.7,1011.84,Freshness
24.75,1011.82,Freshness
24.76,1011.84,Freshness
24.84,1011.82,Freshness
24.89,1011.8,Freshness
24.87,1011.82,Freshness
24.89,1011.8,Freshness
24.91,1011.82,Freshness
24.93,1011.84,Freshness
24.95,1011.82,Freshness
24.96,1011.84,Freshness
25.03,1011.86,Freshness
24.99,1011.84,Freshness
25.02,1011.86,Freshness
24.96,1011.88,Freshness
25,1011.9,Freshness
25.02,1011.92,Freshness
25.02,1011.9,Freshness
25.03,1011.92,Freshness
25.07,1011.94,Freshness
25.06,1011.92,Freshness
25.05,1011.9,Freshness
25.03,1011.88,Freshness
25.05,1011.9,Freshness
25.05,1011.92,Freshness
25.16,1011.94,Freshness
25.11,1011.92,Freshness
25.13,1011.9,Freshness
25.17,1011.88,Freshness
25.15,1011.86,Freshness
25.2,1011.84,Freshness
25.23,1011.82,Freshness
25.26,1011.84,Freshness
25.25,1011.82,Freshness
25.24,1011.84,Freshness
25.2,1011.82,Freshness
25.26,1011.84,Freshness
25.25,1011.86,Freshness
25.28,1011.88,Freshness
25.23,1011.9,Freshness
25.28,1011.88,Freshness
25.28,1011.9,Freshness
25.31,1011.88,Freshness
25.38,1011.9,Freshness
25.37,1011.92,Freshness
25.38,1011.94,Freshness
25.35,1011.96,Freshness
25.38,1011.94,Freshness
25.34,1011.96,Freshness
25.34,1011.98,Freshness
25.35,1011.96,Freshness
25.39,1011.94,Freshness
25.3,1011.96,Freshness
25.31,1011.94,Freshness
25.35,1011.96,Freshness
25.36,1011.98,Freshness
25.35,1011.96,Freshness
25.34,1011.94,Freshness
25.4,1011.92,Freshness
25.44,1011.94,Freshness
25.44,1011.96,Freshness
25.45,1011.98,Freshness
25.44,1011.96,Freshness
25.37,1011.98,Freshness
25.37,1011.96,Freshness
25.36,1011.98,Freshness
25.38,1011.96,Freshness
25.37,1011.98,Freshness
25.37,1011.96,Freshness
25.31,1011.94,Freshness
25.31,1011.92,Freshness
25.28,1011.9,Freshness
25.33,1011.92,Freshness
25.27,1011.94,Freshness
25.39,1011.92,Freshness
25.33,1011.9,Freshness
25.33,1011.88,Freshness
25.42,1011.86,Freshness
25.41,1011.84,Freshness
25.26,1011.86,Freshness
25.24,1011.84,Freshness
25.26,1011.86,Freshness
25.37,1011.88,Freshness
25.33,1011.86,Freshness
25.36,1011.88,Freshness
25.38,1011.9,Freshness
25.41,1011.88,Freshness
25.36,1011.86,Freshness
25.36,1011.88,Freshness
25.45,1011.9,Freshness
25.4,1011.88,Freshness
25.43,1011.86,Freshness
25.41,1011.88,Freshness
25.37,1011.9,Freshness
25.35,1011.92,Freshness
25.4,1011.9,Freshness
25.41,1011.88,Freshness
25.32,1011.86,Freshness
25.44,1011.88,Freshness
25.39,1011.86,Freshness
25.37,1011.84,Freshness
25.47,1011.86,Freshness
25.52,1011.84,Freshness
25.51,1011.86,Freshness
25.42,1011.88,Freshness
25.35,1011.86,Freshness
25.39,1011.88,Freshness
25.38,1011.86,Freshness
25.39,1011.84,Freshness
25.42,1011.82,Freshness
25.35,1011.8,Freshness
25.47,1011.82,Freshness
25.56,1011.84,Freshness
25.49,1011.82,Freshness
25.49,1011.8,Freshness
25.51,1011.8,Freshness
25.54,1011.82,Freshness
25.43,1011.8,Freshness
25.42,1011.82,Freshness
25.5,1011.84,Freshness
25.51,1011.86,Freshness
25.22,1011.84,Freshness
25.46,1011.86,Freshness
25.5,1011.88,Freshness
25.44,1011.9,Freshness
25.4,1011.88,Freshness
25.43,1011.9,Freshness
25.39,1011.92,Freshness
25.4,1011.94,Freshness
25.18,1011.92,Freshness
25.38,1011.94,Freshness
25.35,1011.96,Freshness
25.32,1011.94,Freshness
25.3,1011.92,Freshness
25.26,1011.9,Freshness
25.51,1011.92,Freshness
25.62,1011.9,Freshness
25.4,1011.88,Freshness
25.28,1011.86,Freshness
25.38,1011.84,Freshness
25.28,1011.82,Freshness
25.24,1011.84,Freshness
25.2,1011.86,Freshness
25.21,1011.84,Freshness
25.21,1011.82,Freshness
25.37,1011.8,Freshness
25.47,1011.8,Freshness
25.34,1011.82,Freshness
25.54,1011.84,Freshness
25.48,1011.86,Freshness
25.46,1011.88,Freshness
25.44,1011.9,Freshness
25.45,1011.92,Freshness
25.49,1011.94,Freshness
25.42,1011.92,Freshness
25.52,1011.9,Freshness
25.23,1011.88,Freshness
25.34,1011.86,Freshness
25.42,1011.88,Freshness
25.27,1011.9,Freshness
25.29,1011.88,Freshness
25.27,1011.9,Freshness
25.34,1011.92,Freshness
25.27,1011.9,Freshness
25.25,1011.92,Freshness
25.11,1011.94,Freshness
25.2,1011.92,Freshness
25.23,1011.9,Freshness
25.18,1011.88,Freshness
24.9,1011.86,Freshness
24.98,1011.84,Freshness
25.04,1011.86,Freshness
25.12,1011.88,Freshness
25.07,1011.9,Freshness
25.13,1011.92,Freshness
24.9,1011.9,Freshness
24.82,1011.88,Freshness
24.88,1011.86,Freshness
24.9,1011.88,Freshness
24.78,1011.86,Freshness
24.89,1011.84,Freshness
25,1011.82,Freshness
24.8,1011.8,Freshness
24.66,1011.82,Freshness
24.54,1011.8,Freshness
24.55,1011.8,Freshness
24.64,1011.82,Freshness
24.77,1011.84,Freshness
24.82,1011.82,Freshness
24.8,1011.8,Freshness
24.82,1011.82,Freshness
25.14,1011.8,Freshness
25.02,1011.8,Freshness
24.84,1011.82,Freshness
24.67,1011.84,Freshness
24.8,1011.82,Freshness
24.8,1011.84,Freshness
24.83,1011.86,Freshness
24.84,1011.88,Freshness
24.77,1011.9,Freshness
24.61,1011.88,Freshness
24.58,1011.9,Freshness
24.41,1011.92,Freshness
24.45,1011.9,Freshness
24.47,1011.88,Freshness
24.42,1011.86,Freshness
24.38,1011.88,Freshness
24.44,1011.9,Freshness
24.48,1011.88,Freshness
24.29,1011.86,Freshness
24.36,1011.84,Freshness
24.5,1011.86,Freshness
24.5,1011.84,Freshness
24.43,1011.82,Freshness
24.27,1011.84,Freshness
24.06,1011.86,Freshness
24.02,1011.88,Freshness
24.07,1011.9,Freshness
24.18,1011.92,Freshness
24.28,1011.9,Freshness
24.37,1011.92,Freshness
24.02,1011.94,Freshness
23.95,1011.96,Freshness
23.97,1011.94,Freshness
23.78,1011.92,Freshness
23.74,1011.94,Freshness
23.7,1011.96,Freshness
23.79,1011.98,Freshness
23.82,1012,Freshness
23.72,1011.98,Freshness
23.82,1011.96,Freshness
23.64,1011.98,Freshness
23.75,1012,Freshness
23.82,1011.98,Freshness
23.79,1011.96,Freshness
24.08,1011.94,Freshness
24.1,1011.96,Freshness
24.07,1011.94,Freshness
24.08,1011.96,Freshness
24.02,1011.98,Freshness
23.8,1012,Freshness
23.8,1011.98,Freshness
23.95,1012,Freshness
23.83,1012.02,Freshness
23.83,1012,Freshness
23.91,1011.98,Freshness
23.89,1011.96,Freshness
23.84,1011.98,Freshness
23.81,1011.96,Freshness
24,1011.98,Freshness
23.79,1011.96,Freshness
23.71,1011.98,Freshness
23.76,1011.96,Freshness
23.61,1011.94,Freshness
23.58,1011.92,Freshness
23.59,1011.9,Freshness
23.43,1011.88,Freshness
23.55,1011.86,Freshness
23.55,1011.88,Freshness
23.41,1011.9,Freshness
23.44,1011.92,Freshness
23.58,1011.94,Freshness
23.39,1011.96,Freshness
23.43,1011.94,Freshness
23.32,1011.96,Freshness
23.47,1011.98,Freshness
23.4,1011.96,Freshness
23.3,1011.94,Freshness
23.23,1011.92,Freshness
23.45,1011.9,Freshness
23.4,1011.88,Freshness
23.44,1011.86,Freshness
23.42,1011.84,Freshness
23.58,1011.82,Freshness
23.53,1011.8,Freshness
23.37,1011.8,Freshness
23.39,1011.8,Freshness
23.53,1011.8,Freshness
23.18,1011.8,Freshness
23.33,1011.8,Freshness
23.2,1011.82,Freshness
23.14,1011.84,Freshness
23.06,1011.86,Freshness
23.18,1011.88,Freshness
23.03,1011.86,Freshness
23.01,1011.84,Freshness
23.14,1011.82,Freshness
23.22,1011.8,Freshness
23.25,1011.82,Freshness
23.18,1011.8,Freshness
23.22,1011.82,Freshness
23.15,1011.8,Freshness
23.22,1011.8,Freshness
23.04,1011.82,Freshness
23.11,1011.8,Freshness
23.12,1011.8,Freshness
23.14,1011.82,Freshness
23.11,1011.8,Freshness
23.11,1011.82,Freshness
23.15,1011.8,Freshness
23.14,1011.82,Freshness
23.03,1011.84,Freshness
23.16,1011.82,Freshness
23.13,1011.8,Freshness
23.06,1011.8,Freshness
22.97,1011.8,Freshness
23.19,1011.8,Freshness
23.18,1011.8,Freshness
23.36,1011.82,Freshness
23.41,1011.84,Freshness
23.35,1011.82,Freshness
23.36,1011.84,Freshness
23.47,1011.86,Freshness
23.72,1011.84,Freshness
23.79,1011.86,Freshness
23.71,1011.88,Freshness
23.75,1011.9,Freshness
23.87,1011.88,Freshness
23.94,1011.9,Freshness
23.78,1011.88,Freshness
23.83,1011.9,Freshness
23.87,1011.92,Freshness
23.96,1011.9,Freshness
24.1,1011.88,Freshness
24.12,1011.86,Freshness
24.14,1011.84,Freshness
24.15,1011.86,Freshness
24.19,1011.84,Freshness
24.16,1011.86,Freshness
24.24,1011.88,Freshness
24.18,1011.9,Freshness
24.2,1011.88,Freshness
24.18,1011.9,Freshness
24.12,1011.88,Freshness
24.14,1011.86,Freshness
24.16,1011.84,Freshness
24.15,1011.82,Freshness
24.26,1011.84,Freshness
24.38,1011.82,Freshness
24.44,1011.84,Freshness
24.45,1011.82,Freshness
24.5,1011.84,Freshness
24.52,1011.86,Freshness
24.58,1011.88,Freshness
24.62,1011.86,Freshness
24.7,1011.88,Freshness
24.65,1011.9,Freshness
24.63,1011.88,Freshness
24.69,1011.9,Freshness
24.77,1011.88,Freshness
24.81,1011.86,Freshness
24.75,1011.88,Freshness
24.84,1011.86,Freshness
24.91,1011.84,Freshness
24.89,1011.82,Freshness
24.92,1011.84,Freshness
24.86,1011.82,Freshness
24.92,1011.84,Freshness
25,1011.82,Freshness
25.02,1011.84,Freshness
25.09,1011.82,Freshness
25.08,1011.84,Freshness
25.09,1011.86,Freshness
25.13,1011.84,Freshness
25.15,1011.82,Freshness
25.18,1011.8,Freshness
25.14,1011.82,Freshness
25.06,1011.84,Freshness
25.04,1011.86,Freshness
25,1011.88,Freshness
24.99,1011.9,Freshness
25,1011.88,Freshness
25.01,1011.9,Freshness
25,1011.92,Freshness
25.12,1011.9,Freshness
25.06,1011.92,Freshness
25.06,1011.9,Freshness
25.02,1011.92,Freshness
25.04,1011.94,Freshness
25.05,1011.92,Freshness
25.03,1011.94,Freshness
25.05,1011.96,Freshness
25.07,1011.98,Freshness
25.12,1012,Freshness
25.12,1011.98,Freshness
25.19,1012,Freshness
25.15,1012.02,Freshness
25.18,1012,Freshness
25.3,1012.02,Freshness
25.22,1012,Freshness
25.19,1011.98,Freshness
25.29,1011.96,Freshness
25.4,1011.94,Freshness
25.38,1011.96,Freshness
25.34,1011.98,Freshness
25.35,1011.96,Freshness
25.37,1011.98,Freshness
25.4,1012,Freshness
25.32,1012.02,Freshness
25.26,1012.04,Freshness
25.28,1012.02,Freshness
25.29,1012.04,Freshness
25.33,1012.02,Freshness
25.29,1012.04,Freshness
25.33,1012.06,Freshness
25.26,1012.08,Freshness
25.26,1012.06,Freshness
25.3,1012.04,Freshness
25.27,1012.02,Freshness
25.24,1012,Freshness
25.34,1012.02,Freshness
25.33,1012,Freshness
25.39,1012.02,Freshness
25.4,1012.04,Freshness
25.3,1012.06,Freshness
25.26,1012.08,Freshness
25.28,1012.1,Freshness
25.32,1012.12,Freshness
25.34,1012.1,Freshness
25.3,1012.12,Freshness
25.28,1012.14,Freshness
25.28,1012.16,Freshness
25.26,1012.14,Freshness
25.27,1012.16,Freshness
25.27,1012.18,Freshness
25.27,1012.2,Freshness
25.28,1012.18,Freshness
25.25,1012.16,Freshness
25.29,1012.18,Freshness
25.27,1012.2,Freshness
25.28,1012.18,Freshness
25.26,1012.16,Freshness
25.29,1012.14,Freshness
25.28,1012.12,Freshness
25.3,1012.1,Freshness
25.27,1012.08,Freshness
25.28,1012.06,Freshness
25.28,1012.08,Freshness
25.29,1012.06,Freshness
25.29,1012.08,Freshness
25.31,1012.1,Freshness
25.29,1012.12,Freshness
25.3,1012.1,Freshness
25.3,1012.12,Freshness
25.29,1012.1,Freshness
25.3,1012.12,Freshness
25.34,1012.14,Freshness
25.37,1012.16,Freshness
25.37,1012.18,Freshness
25.37,1012.16,Freshness
25.4,1012.14,Freshness
25.42,1012.16,Freshness
25.41,1012.18,Freshness
25.43,1012.16,Freshness
25.44,1012.18,Freshness
25.49,1012.16,Freshness
25.5,1012.18,Freshness
25.49,1012.2,Freshness
25.54,1012.18,Freshness
25.59,1012.2,Freshness
25.58,1012.22,Freshness
25.59,1012.24,Freshness
25.59,1012.22,Freshness
25.63,1012.24,Freshness
25.63,1012.22,Freshness
25.71,1012.24,Freshness
25.78,1012.26,Freshness
25.73,1012.24,Freshness
25.75,1012.26,Freshness
25.75,1012.28,Freshness
25.75,1012.3,Freshness
25.79,1012.28,Freshness
25.82,1012.26,Freshness
25.87,1012.24,Freshness
25.86,1012.26,Freshness
25.85,1012.24,Freshness
25.89,1012.26,Freshness
25.88,1012.24,Freshness
25.9,1012.26,Freshness
25.9,1012.24,Freshness
25.91,1012.22,Freshness
25.91,1012.2,Freshness
25.89,1012.18,Freshness
25.9,1012.16,Freshness
25.88,1012.14,Freshness
25.92,1012.16,Freshness
25.89,1012.14,Freshness
25.89,1012.12,Freshness
25.93,1012.1,Freshness
25.9,1012.12,Freshness
25.89,1012.1,Freshness
25.9,1012.12,Freshness
25.94,1012.1,Freshness
25.97,1012.12,Freshness
25.97,1012.1,Freshness
26,1012.08,Freshness
25.99,1012.06,Freshness
25.95,1012.04,Freshness
26.04,1012.02,Freshness
26.03,1012.04,Freshness
26.02,1012.06,Freshness
26.04,1012.04,Freshness
26.09,1012.06,Freshness
26.07,1012.08,Freshness
26.14,1012.1,Freshness
26.09,1012.12,Freshness
26.09,1012.14,Freshness
26.12,1012.12,Freshness
26.23,1012.14,Freshness
26.18,1012.16,Freshness
26.2,1012.18,Freshness
26.21,1012.16,Freshness
26.15,1012.14,Freshness
26.18,1012.12,Freshness
26.22,1012.14,Freshness
26.17,1012.16,Freshness
26.24,1012.18,Freshness
26.28,1012.2,Freshness
26.28,1012.22,Freshness
26.32,1012.24,Freshness
26.38,1012.22,Freshness
26.44,1012.24,Freshness
26.5,1012.22,Freshness
26.45,1012.24,Freshness
26.31,1012.26,Freshness
26.3,1012.28,Freshness
26.39,1012.3,Freshness
26.37,1012.28,Freshness
26.47,1012.3,Freshness
26.41,1012.32,Freshness
26.43,1012.3,Freshness
26.36,1012.28,Freshness
26.37,1012.3,Freshness
26.28,1012.32,Freshness
26.34,1012.3,Freshness
26.27,1012.32,Freshness
26.16,1012.34,Freshness
26.24,1012.32,Freshness
26.35,1012.34,Freshness
26.29,1012.36,Freshness
26.31,1012.38,Freshness
26.33,1012.36,Freshness
26.35,1012.34,Freshness
26.3,1012.36,Freshness
26.35,1012.34,Freshness
26.25,1012.32,Freshness
26.23,1012.3,Freshness
26.24,1012.32,Freshness
26.22,1012.34,Freshness
26.22,1012.32,Freshness
26.23,1012.34,Freshness
26.22,1012.32,Freshness
26.24,1012.3,Freshness
26.13,1012.28,Freshness
26.07,1012.3,Freshness
26.04,1012.32,Freshness
26.04,1012.3,Freshness
26.13,1012.32,Freshness
26.14,1012.3,Freshness
26.19,1012.32,Freshness
26.17,1012.34,Freshness
26.05,1012.32,Freshness
25.97,1012.34,Freshness
26.04,1012.36,Freshness
25.87,1012.34,Freshness
25.82,1012.32,Freshness
25.82,1012.34,Freshness
25.86,1012.36,Freshness
25.89,1012.38,Freshness
26,1012.4,Freshness
25.91,1012.38,Freshness
25.89,1012.4,Freshness
25.76,1012.42,Freshness
25.83,1012.44,Freshness
25.89,1012.42,Freshness
26.08,1012.44,Freshness
26.19,1012.42,Freshness
26.02,1012.44,Freshness
25.86,1012.42,Freshness
25.9,1012.4,Freshness
25.83,1012.42,Freshness
25.79,1012.4,Freshness
25.79,1012.38,Freshness
25.76,1012.36,Freshness
25.9,1012.38,Freshness
25.9,1012.36,Freshness
25.86,1012.38,Freshness
25.77,1012.36,Freshness
25.88,1012.38,Freshness
25.97,1012.36,Freshness
25.93,1012.34,Freshness
25.79,1012.36,Freshness
25.79,1012.34,Freshness
25.73,1012.32,Freshness
25.62,1012.34,Freshness
25.68,1012.36,Freshness
25.74,1012.38,Freshness
25.77,1012.36,Freshness
25.6,1012.38,Freshness
25.61,1012.36,Freshness
25.63,1012.38,Freshness
25.63,1012.36,Freshness
25.5,1012.38,Freshness
25.68,1012.4,Freshness
25.57,1012.38,Freshness
25.57,1012.36,Freshness
25.5,1012.38,Freshness
25.63,1012.4,Freshness
25.45,1012.38,Freshness
25.42,1012.36,Freshness
25.36,1012.34,Freshness
25.49,1012.32,Freshness
25.48,1012.3,Freshness
25.57,1012.28,Freshness
25.37,1012.26,Freshness
25.47,1012.28,Freshness
25.32,1012.3,Freshness
25.5,1012.32,Freshness
25.4,1012.34,Freshness
25.27,1012.32,Freshness
25.44,1012.34,Freshness
25.35,1012.36,Freshness
25.21,1012.38,Freshness
25.26,1012.36,Freshness
25.25,1012.34,Freshness
25.24,1012.36,Freshness
25.42,1012.38,Freshness
25.31,1012.36,Freshness
25.38,1012.38,Freshness
25.29,1012.4,Warning
25.26,1012.38,Warning
25.29,1012.4,Warning
25.21,1012.42,Warning
25.38,1012.4,Warning
25.04,1012.38,Warning
25.2,1012.36,Warning
25.26,1012.38,Warning
25.04,1012.4,Warning
25.09,1012.42,Warning
24.95,1012.4,Warning
24.8,1012.42,Warning
24.87,1012.44,Warning
25,1012.42,Warning
25.06,1012.44,Warning
25.13,1012.42,Warning
25.28,1012.44,Warning
25.35,1012.42,Warning
25.11,1012.44,Warning
25.06,1012.42,Warning
24.87,1012.44,Warning
24.89,1012.42,Warning
24.96,1012.44,Warning
24.86,1012.46,Warning
24.56,1012.48,Warning
24.36,1012.5,Warning
24.38,1012.52,Warning
24.56,1012.5,Warning
24.61,1012.52,Warning
24.26,1012.54,Warning
24.71,1012.52,Warning
24.83,1012.5,Warning
24.82,1012.48,Warning
24.72,1012.5,Warning
24.58,1012.52,Warning
24.75,1012.5,Warning
24.75,1012.52,Warning
24.75,1012.54,Warning
24.48,1012.52,Warning
24.48,1012.54,Warning
24.56,1012.56,Warning
24.63,1012.58,Warning
24.76,1012.56,Warning
24.53,1012.54,Warning
24.28,1012.52,Warning
24.6,1012.5,Warning
24.26,1012.52,Warning
24.39,1012.5,Warning
24.51,1012.48,Warning
23.91,1012.46,Warning
23.97,1012.44,Warning
23.93,1012.46,Warning
24.07,1012.48,Warning
24.21,1012.5,Warning
24.26,1012.48,Warning
24.25,1012.5,Warning
24.37,1012.52,Warning
24.47,1012.5,Warning
23.95,1012.52,Warning
23.91,1012.5,Warning
23.91,1012.48,Warning
23.94,1012.5,Warning
23.61,1012.48,Warning
23.88,1012.46,Warning
23.99,1012.44,Warning
24.23,1012.46,Warning
23.95,1012.44,Warning
23.87,1012.42,Warning
24.16,1012.4,Warning
24.21,1012.42,Warning
24.15,1012.44,Warning
24.36,1012.42,Warning
24.3,1012.4,Warning
23.69,1012.42,Warning
23.69,1012.4,Warning
23.62,1012.38,Warning
23.66,1012.4,Warning
23.59,1012.42,Warning
23.75,1012.44,Warning
23.65,1012.46,Warning
23.65,1012.48,Warning
23.84,1012.48,Warning
23.66,1012.48,Warning
23.84,1012.5,Warning
23.83,1012.49,Warning
23.94,1012.48,Warning
23.85,1012.5,Warning
23.78,1012.52,Warning
23.84,1012.54,Warning
23.69,1012.53,Warning
23.77,1012.52,Warning
23.82,1012.51,Warning
23.75,1012.53,Warning
23.75,1012.55,Warning
23.5,1012.54,Warning
23.52,1012.53,Warning
23.63,1012.52,Warning
23.68,1012.54,Warning
23.86,1012.56,Warning
23.57,1012.58,Warning
23.6,1012.57,Warning
23.78,1012.59,Warning
23.87,1012.58,Warning
23.78,1012.6,Warning
23.76,1012.62,Warning
23.93,1012.64,Warning
23.73,1012.63,Warning
23.42,1012.62,Warning
23.63,1012.64,Warning
23.64,1012.66,Warning
23.76,1012.65,Warning
23.86,1012.64,Warning
23.68,1012.66,Warning
23.64,1012.68,Warning
24.06,1012.7,Warning
23.85,1012.69,Warning
23.75,1012.71,Warning
23.86,1012.7,Warning
23.74,1012.69,Warning
24.06,1012.71,Warning
24.01,1012.7,Warning
24.02,1012.69,Warning
24.14,1012.71,Warning
24.15,1012.7,Warning
24.12,1012.72,Warning
24.1,1012.71,Warning
23.85,1012.73,Warning
24.21,1012.72,Warning
24.31,1012.71,Warning
24.35,1012.73,Warning
24.47,1012.72,Warning
24.44,1012.74,Warning
24.45,1012.73,Warning
24.53,1012.75,Warning
24.53,1012.77,Warning
24.44,1012.79,Warning
24.36,1012.78,Warning
24.28,1012.77,Warning
24.4,1012.79,Warning
24.51,1012.78,Warning
24.13,1012.77,Warning
24.19,1012.79,Warning
24.2,1012.81,Warning
24.18,1012.83,Warning
24.35,1012.82,Warning
24.43,1012.84,Warning
24.43,1012.86,Warning
24.42,1012.88,Warning
24.25,1012.9,Warning
24.35,1012.89,Warning
24.58,1012.91,Warning
24.48,1012.9,Warning
24.59,1012.89,Warning
24.48,1012.88,Warning
24.6,1012.9,Warning
24.68,1012.92,Warning
24.78,1012.91,Warning
24.77,1012.9,Warning
24.67,1012.89,Warning
24.74,1012.88,Warning
24.82,1012.9,Warning
24.88,1012.89,Warning
24.83,1012.88,Warning
24.92,1012.87,Warning
24.82,1012.86,Warning
24.71,1012.88,Warning
24.71,1012.87,Warning
24.7,1012.86,Warning
24.69,1012.88,Warning
24.46,1012.9,Warning
24.45,1012.92,Warning
24.23,1012.91,Warning
24.3,1012.9,Warning
24.19,1012.89,Warning
24.58,1012.91,Warning
24.72,1012.93,Warning
24.76,1012.92,Warning
24.86,1012.91,Warning
24.84,1012.93,Warning
24.8,1012.92,Warning
24.87,1012.94,Warning
24.97,1012.96,Warning
25.02,1012.98,Warning
24.91,1012.97,Warning
25.16,1012.96,Warning
24.99,1012.95,Warning
24.92,1012.97,Warning
24.92,1012.96,Warning
25.05,1012.98,Warning
25.16,1012.97,Warning
25.24,1012.99,Warning
25.35,1013.01,Warning
25.32,1013.03,Warning
25.36,1013.05,Warning
25.27,1013.04,Warning
25.35,1013.06,Warning
25.37,1013.08,Warning
25.47,1013.1,Warning
25.4,1013.12,Warning
25.42,1013.11,Warning
25.45,1013.13,Warning
25.41,1013.15,Warning
25.52,1013.17,Warning
25.55,1013.19,Warning
25.63,1013.18,Warning
25.7,1013.17,Warning
25.73,1013.19,Warning
25.73,1013.21,Warning
25.7,1013.2,Warning
25.64,1013.19,Warning
25.68,1013.21,Warning
25.67,1013.23,Warning
25.74,1013.22,Warning
25.73,1013.21,Warning
25.78,1013.2,Warning
25.8,1013.19,Warning
25.79,1013.18,Warning
25.73,1013.2,Warning
25.91,1013.19,Warning
25.92,1013.21,Warning
25.83,1013.2,Warning
25.83,1013.22,Warning
26.02,1013.24,Warning
26.01,1013.23,Warning
25.87,1013.25,Warning
25.93,1013.27,Warning
25.97,1013.26,Warning
25.9,1013.25,Warning
25.9,1013.24,Warning
25.89,1013.26,Warning
26,1013.25,Warning
25.98,1013.27,Warning
25.94,1013.29,Warning
25.98,1013.31,Warning
25.97,1013.33,Warning
26.07,1013.32,Warning
26.01,1013.34,Warning
26.06,1013.36,Warning
26.15,1013.38,Warning
26.22,1013.4,Warning
26.24,1013.42,Warning
26.37,1013.44,Warning
26.36,1013.43,Warning
26.42,1013.42,Warning
26.45,1013.44,Warning
26.44,1013.43,Warning
26.44,1013.42,Warning
26.46,1013.41,Warning
26.48,1013.43,Warning
26.51,1013.45,Warning
26.51,1013.47,Warning
26.57,1013.46,Warning
26.57,1013.48,Warning
26.57,1013.5,Warning
26.59,1013.49,Warning
26.63,1013.48,Warning
26.65,1013.47,Warning
26.66,1013.49,Warning
26.63,1013.51,Warning
26.71,1013.5,Warning
26.68,1013.52,Warning
26.65,1013.54,Warning
26.76,1013.56,Warning
26.76,1013.55,Warning
26.81,1013.54,Warning
26.73,1013.56,Warning
26.73,1013.58,Warning
26.72,1013.6,Warning
26.6,1013.59,Warning
26.61,1013.58,Warning
26.55,1013.6,Warning
26.6,1013.59,Warning
26.7,1013.61,Warning
26.86,1013.6,Warning
26.75,1013.59,Warning
26.62,1013.58,Warning
26.51,1013.6,Warning
26.54,1013.59,Warning
26.53,1013.61,Warning
26.51,1013.63,Warning
26.51,1013.65,Warning
26.5,1013.64,Warning
26.49,1013.66,Warning
26.52,1013.68,Warning
26.54,1013.67,Warning
26.57,1013.69,Warning
26.55,1013.71,Warning
26.57,1013.7,Warning
26.55,1013.72,Warning
26.58,1013.71,Warning
26.72,1013.73,Warning
26.88,1013.75,Warning
26.91,1013.77,Warning
26.77,1013.76,Warning
26.69,1013.75,Warning
26.68,1013.74,Warning
26.71,1013.76,Warning
26.71,1013.78,Warning
26.7,1013.77,Warning
26.7,1013.76,Warning
26.73,1013.75,Warning
26.78,1013.77,Warning
26.73,1013.79,Warning
26.69,1013.81,Warning
